Date,Description,Amount,Category
11/15/2000,Moore-Holmes,-74.24,Merchandise & Supplies-Pharmacies
09/19/1988,"Guerrero, Stevenson and Kennedy",-69.43,Communications-Cable & Internet Comm
12/26/1983,Larson-Barnes,3054.1,Merchandise & Supplies-General Retail
02/19/2014,Taylor-Taylor,3348.46,Communications-Other Telecom
06/19/1980,Sloan-Sweeney,-1456.34,Entertainment-General Attractions
10/23/2009,Morgan and Sons,2736.57,Merchandise & Supplies-Mail Order
11/25/1980,Weaver-Johnson,-4886.84,Merchandise & Supplies-Clothing Stores
09/12/2019,Fleming and Sons,4764.19,Merchandise & Supplies-Hardware Supplies
09/18/1979,"Burke, Camacho and Hunter",3787.18,Entertainment-Associations
11/09/1987,"Smith, Garcia and Greene",-4743.12,Merchandise & Supplies-Hardware Supplies
10/15/1984,Perez-Moore,3711.65,Restaurant-Bar & Café
09/26/1983,Lopez LLC,-632.85,Merchandise & Supplies-Pharmacies
11/18/2021,Sanders-Peck,-4759.45,Communications-Other Telecom
09/27/2017,Hamilton-Haley,-3301.42,Restaurant-Bar & Café
05/23/2006,Russell LLC,-196.06,Restaurant-Bar & Café
04/16/2004,"Scott, Lee and Lopez",-2090.71,Fees & Adjustments-Fees & Adjustments
06/18/1970,"Mitchell, Kirby and Garza",-1416.2,Merchandise & Supplies-Computer Supplies
03/10/2008,"Riley, Castro and Pena",-529.05,Merchandise & Supplies-Mail Order
09/26/1980,Horton-Ewing,1358.11,Business Services-Mailing & Shipping
12/09/2005,"Wu, Farrell and Taylor",2643.84,Communications-Other Telecom
05/03/1995,Khan PLC,-767.4,Entertainment-General Attractions
01/15/1980,Wolf Inc,2233.84,Entertainment-Associations
09/12/1992,Goodman-Hawkins,436.32,Transportation-Fuel
05/07/1974,Mayer-Sanders,-1673.82,Other-Charities
12/18/2020,"Stevens, Marsh and Sullivan",-821.44,Restaurant-Restaurant
01/15/2013,"Floyd, Wood and Randolph",3877.38,Merchandise & Supplies-Groceries
08/27/2018,Burns PLC,4289.57,Restaurant-Bar & Café
12/06/1975,Ellis Ltd,-3060.24,Restaurant-Restaurant
08/15/2014,Foster Inc,4369.66,Merchandise & Supplies-Internet Purchase
10/18/1993,Smith Group,-2163.21,Entertainment-General Attractions
11/01/2013,"Cohen, Rogers and Wells",-677.08,Merchandise & Supplies-General Retail
08/01/1991,Lewis-Day,483.96,Business Services-Professional Services
09/05/1989,"Henson, Hernandez and Powell",4915.15,Business Services-Office Supplies
08/29/2003,Howard-Flores,361.87,Merchandise & Supplies-Electronics Stores
04/25/1992,Mccoy PLC,-3964.33,Business Services-Office Supplies
03/03/2014,Martin PLC,559.36,Merchandise & Supplies-Hardware Supplies
05/06/2006,Johnson Group,3352.63,Merchandise & Supplies-Computer Supplies
09/16/2013,Robinson Ltd,-3523.41,Merchandise & Supplies-Electronics Stores
03/19/1973,Martinez-Hardy,1618.45,Merchandise & Supplies-General Retail
05/11/1977,"Morrison, Ramos and Kennedy",-2075.53,Merchandise & Supplies-Mail Order
12/23/2005,"Harrison, Bryant and Smith",-3833.08,Merchandise & Supplies-Computer Supplies
10/19/2001,Davis and Sons,-4445.76,Business Services-Mailing & Shipping
08/19/1997,Fry Inc,-3322.41,Merchandise & Supplies-Mail Order
09/02/1978,Gonzalez Inc,-4682.26,Merchandise & Supplies-Clothing Stores
11/01/1973,"Payne, Lee and Walker",-86.42,Merchandise & Supplies-Wholesale Stores
09/25/1989,"Bell, Brown and Kelly",-525.03,Merchandise & Supplies-Groceries
05/15/1984,Johnston-Norman,-1449.28,Business Services-Internet Services
04/13/2008,Weber-Mora,-3497.73,Business Services-Mailing & Shipping
03/26/2006,Young-Hughes,3876.85,Business Services-Office Supplies
12/14/1985,Duran-Hendrix,4323.02,Merchandise & Supplies-Electronics Stores
11/16/1983,Noble-King,960.09,Merchandise & Supplies-Electronics Stores
11/26/1975,Walker LLC,-163.72,Entertainment-Associations
06/05/2000,Johnson Group,927.75,Fees & Adjustments-Fees & Adjustments
02/17/2006,Walsh-Brown,-1746.51,Business Services-Other Services
06/24/1972,Jones PLC,-1672.67,Business Services-Other Services
12/13/2006,"Lawrence, Wells and Johnson",2716.46,Merchandise & Supplies-Book Stores
04/06/1972,Ford Group,630.42,Merchandise & Supplies-Furnishing
03/03/1971,Williams-Clark,-3937.99,Merchandise & Supplies-Book Stores
04/01/1977,Townsend Ltd,-1595.13,Transportation-Auto Services
09/19/1984,"Armstrong, Perry and Baker",-2728.64,Other-Miscellaneous
10/01/1975,Wiley-Gomez,4938.64,Entertainment-Associations
01/26/2024,"Gonzales, Horton and Green",-4648.82,Merchandise & Supplies-Computer Supplies
02/14/1990,Smith Inc,-1654.18,Communications-Cable & Internet Comm
07/18/1974,"Pratt, Wood and Miller",-3750.46,Merchandise & Supplies-Book Stores
12/29/2011,"Hernandez, Hodges and Jenkins",3061.27,Merchandise & Supplies-Mail Order
09/15/2002,"Vasquez, Pierce and Martin",4370.66,Merchandise & Supplies-Pharmacies
10/11/1986,Martinez LLC,-857.4,Business Services-Office Supplies
11/05/1972,Mata-Bass,-4567.41,Transportation-Parking Charges
03/08/1977,Schaefer LLC,-4138.19,Merchandise & Supplies-Mail Order
10/05/2013,Lee PLC,-761.07,Merchandise & Supplies-Wholesale Stores
01/19/2009,Dillon-Black,655.86,Entertainment-Associations
09/25/1990,"Weaver, Goodman and Williams",3256.98,Merchandise & Supplies-Clothing Stores
02/05/1990,"Thompson, Kramer and Olsen",-3740.72,Business Services-Office Supplies
10/30/1992,"Sparks, Martin and Martinez",4705.53,Communications-Other Telecom
12/07/1994,Davis Ltd,-1212.22,Other-Charities
02/04/2005,Lang-Mendoza,-2770.78,Merchandise & Supplies-Groceries
05/16/2014,Foster LLC,1957.63,Communications-Other Telecom
09/04/1976,"Mayer, Smith and Adams",1722.81,Business Services-Professional Services
05/10/1991,Hester-Foster,832.37,Merchandise & Supplies-Groceries
05/02/1985,Pace Group,828.86,Business Services-Office Supplies
01/25/1990,Smith-Lewis,-984.66,Transportation-Fuel
10/08/1994,Larson-Ingram,73.96,Merchandise & Supplies-Groceries
09/11/1971,Green Ltd,1240.24,Other-Miscellaneous
12/14/2001,Warner-Bell,870.55,Entertainment-Associations
05/01/1987,"Jackson, Nguyen and Haney",-1208.88,Restaurant-Bar & Café
03/11/1997,"Martinez, Williams and Johnson",945.18,Business Services-Professional Services
12/15/1994,"Young, Gilbert and Johnson",-4408.31,Entertainment-Associations
09/07/1993,Clark and Sons,2783.87,Business Services-Professional Services
12/23/1990,Herrera-Lamb,4499.2,Restaurant-Restaurant
09/04/1977,"Perry, Clark and Banks",2524.91,Merchandise & Supplies-Computer Supplies
05/02/1980,"Nelson, Robertson and Little",720.62,Transportation-Auto Services
07/05/2009,"Taylor, Santos and Melton",3766.43,Merchandise & Supplies-Book Stores
05/18/1974,"Lee, Vega and Hammond",-3216.18,Merchandise & Supplies-General Retail
03/01/1984,Coleman-Bennett,1350.77,Business Services-Mailing & Shipping
01/24/1989,"Alexander, Lee and Daniel",-2891.2,Business Services-Internet Services
12/06/2006,"Buchanan, Petersen and Howard",4991.23,Merchandise & Supplies-Book Stores
12/26/1994,Boone and Sons,-3794.14,Restaurant-Restaurant
09/11/1998,"Vance, Smith and Lane",-4593.79,Merchandise & Supplies-Furnishing
10/06/1984,"Parker, Lee and Martin",-4344.27,Transportation-Parking Charges
01/16/1993,Wolf and Sons,2563.08,Entertainment-Associations
07/06/1980,Clark Group,-2031.3,Merchandise & Supplies-Furnishing
01/17/2017,"Ford, Nelson and Wright",518.12,Merchandise & Supplies-Computer Supplies
04/03/1989,Weaver-Robinson,-1097.97,Merchandise & Supplies-Groceries
01/11/1977,Walsh-Serrano,-2190.5,Transportation-Parking Charges
01/23/1982,Mills Group,4712.16,Communications-Other Telecom
04/19/1973,Esparza-Thompson,4539.24,Merchandise & Supplies-Book Stores
07/16/1997,Zamora-Marsh,1269.12,Merchandise & Supplies-Hardware Supplies
05/14/1982,Garcia Ltd,771.55,Merchandise & Supplies-Clothing Stores
08/18/2017,"Roberts, Rodriguez and Howard",3594.87,Merchandise & Supplies-Groceries
03/03/2011,Martin Inc,1965.36,Other-Charities
05/17/1985,Goodwin-Lewis,-167.56,Merchandise & Supplies-Groceries
01/27/1986,"Brown, Weaver and Wilson",-1786.28,Other-Miscellaneous
10/29/2011,Mathews and Sons,1623.54,Other-Miscellaneous
11/23/1979,Smith Ltd,-4421.71,Entertainment-General Attractions
02/06/2012,Vasquez Ltd,4921.63,Business Services-Office Supplies
06/06/1997,"Gross, Jensen and Long",4084.4,Merchandise & Supplies-Hardware Supplies
12/09/2014,Villanueva-Moreno,-1533.33,Merchandise & Supplies-Clothing Stores
10/12/2004,Garcia-Sanchez,-2950.55,Fees & Adjustments-Fees & Adjustments
09/02/1994,Oliver and Sons,3990.02,Merchandise & Supplies-Department Stores
08/23/1995,Jones-Figueroa,-2700.03,Transportation-Fuel
08/18/1977,Farmer and Sons,1218.23,Merchandise & Supplies-Furnishing
07/09/2011,Anderson-Lewis,-2611.49,Merchandise & Supplies-Furnishing
04/05/2000,Williams-Huber,-4805.63,Entertainment-General Attractions
08/21/2018,"Thompson, Hudson and Rivas",-1833.47,Restaurant-Restaurant
10/10/1997,Martin-Kelly,4052.37,Business Services-Mailing & Shipping
08/20/1973,"Vaughn, Blankenship and Rodriguez",3137.81,Merchandise & Supplies-Wholesale Stores
09/23/1997,"Jenkins, Wilson and Zavala",-1606.31,Business Services-Internet Services
06/08/2012,Byrd-Diaz,-3377.54,Business Services-Other Services
09/02/1970,George PLC,2364.0,Merchandise & Supplies-Clothing Stores
06/30/1989,Benson-Williams,-2841.63,Merchandise & Supplies-Book Stores
06/27/2023,"Burgess, Mclaughlin and Oliver",-1839.23,Business Services-Professional Services
03/24/2007,Anderson-Schneider,-2973.17,Merchandise & Supplies-Pharmacies
06/20/2018,"Conley, Little and Hicks",-2463.43,Communications-Other Telecom
07/09/1992,Simmons Inc,-3635.68,Entertainment-Associations
08/17/1978,"Bennett, Mcdowell and Evans",-1660.12,Merchandise & Supplies-Internet Purchase
12/23/1972,Johnson-Myers,-139.03,Merchandise & Supplies-Groceries
01/31/1996,"Daniel, Miller and Hendricks",4318.87,Business Services-Mailing & Shipping
05/23/1984,Johnson-Gonzalez,289.73,Entertainment-General Attractions
09/08/2004,"Dalton, Barton and Moore",4782.1,Merchandise & Supplies-Wholesale Stores
06/05/1975,Kennedy LLC,-2951.68,Other-Miscellaneous
12/08/1997,"Gamble, Reed and Andrews",-461.69,Merchandise & Supplies-Clothing Stores
03/19/2016,"Frederick, Hunter and Rivera",167.06,Entertainment-Associations
06/07/1986,"Thompson, Johnson and Gonzales",2478.26,Merchandise & Supplies-Groceries
12/30/1995,"Pham, Long and Molina",4227.08,Merchandise & Supplies-Clothing Stores
12/31/1991,Boyer-White,3704.65,Merchandise & Supplies-Furnishing
05/09/1983,Porter Ltd,315.75,Merchandise & Supplies-Clothing Stores
12/14/1982,White Group,2873.53,Other-Charities
09/08/1989,Brown Ltd,503.81,Merchandise & Supplies-Book Stores
08/08/2022,"Williams, Mckinney and Walker",3514.37,Merchandise & Supplies-Book Stores
06/23/1998,Howard-Brooks,-2508.41,Communications-Other Telecom
03/28/1973,Jordan-Brown,3932.87,Transportation-Parking Charges
04/19/2002,"Smith, Shields and Price",2064.57,Transportation-Fuel
03/21/2024,Saunders-Johnson,-1247.83,Communications-Other Telecom
02/06/1996,"Stewart, Lee and Perez",-4994.26,Other-Miscellaneous
12/31/1982,Wright LLC,-3765.46,Restaurant-Bar & Café
05/29/2022,Hill Ltd,-3557.41,Communications-Other Telecom
07/14/1977,"Walker, Gomez and Lee",3431.76,Merchandise & Supplies-Computer Supplies
05/27/1983,Moore and Sons,1337.32,Merchandise & Supplies-Hardware Supplies
07/26/2015,"Frederick, Young and Ward",2646.04,Transportation-Parking Charges
10/20/2023,"Ellis, Jackson and Long",338.73,Entertainment-Associations
02/05/1981,Sanchez-Vasquez,4067.93,Business Services-Other Services
12/09/1999,White-Ross,936.6,Business Services-Internet Services
02/02/1972,Bruce-Russell,3249.72,Transportation-Auto Services
03/22/1985,Smith Inc,3408.74,Entertainment-Associations
05/16/1989,Hamilton-Mack,-2154.64,Other-Miscellaneous
06/28/1978,Robles-Wolfe,-1857.52,Merchandise & Supplies-Department Stores
09/03/1997,Mendoza Group,2920.93,Transportation-Fuel
03/20/2022,Shields-Reeves,-3235.12,Entertainment-General Attractions
03/03/1977,Rivera and Sons,-4627.23,Restaurant-Restaurant
04/24/2003,"Wheeler, Powers and Schmidt",-38.98,Communications-Cable & Internet Comm
06/07/1974,Fleming-Olson,4281.04,Communications-Cable & Internet Comm
12/18/2009,Matthews Inc,1692.01,Transportation-Auto Services
10/23/2009,"Davis, Christian and Patterson",1034.45,Business Services-Internet Services
01/01/1995,Carrillo Group,-3686.25,Merchandise & Supplies-General Retail
09/23/1975,Pope-Reyes,1325.22,Merchandise & Supplies-Computer Supplies
05/29/2007,Anderson PLC,-365.59,Business Services-Other Services
12/03/2022,Adams-Bell,1705.69,Merchandise & Supplies-Pharmacies
11/01/2010,"Castillo, Mosley and Solis",-3192.47,Merchandise & Supplies-Clothing Stores
09/18/1970,"Myers, Rodriguez and Murphy",-164.63,Merchandise & Supplies-General Retail
08/25/1996,Mcclain-Wright,-922.5,Restaurant-Bar & Café
12/06/2002,Robinson-Cobb,2363.17,Business Services-Internet Services
10/20/1987,Ruiz PLC,-342.9,Entertainment-General Attractions
01/18/2005,"Williams, Clark and Silva",-2056.81,Other-Miscellaneous
01/13/1989,Greene and Sons,-2837.8,Merchandise & Supplies-Wholesale Stores
12/03/2004,"Garza, Martinez and Farrell",160.16,Fees & Adjustments-Fees & Adjustments
08/17/2018,Robbins and Sons,2440.17,Merchandise & Supplies-Mail Order
08/04/2020,Walter LLC,-4701.97,Business Services-Other Services
03/21/2024,Jimenez-Hampton,-2625.75,Restaurant-Restaurant
08/28/2010,"Hogan, Torres and Watson",-4459.95,Merchandise & Supplies-Electronics Stores
08/05/2020,"Moore, Dixon and Petersen",1711.81,Merchandise & Supplies-Mail Order
05/14/1976,Perez Group,-706.65,Other-Miscellaneous
06/03/1983,Adams PLC,3368.3,Entertainment-Associations
02/16/1973,Greene-Lee,2853.23,Merchandise & Supplies-Groceries
08/14/1989,Woodward-Stone,-991.22,Transportation-Parking Charges
04/26/1993,Brown-Bell,-4619.56,Other-Charities
06/11/2001,Mendoza Ltd,-2247.1,Transportation-Auto Services
06/09/1989,Bryan Ltd,-4719.39,Merchandise & Supplies-Hardware Supplies
11/22/2009,Jordan-Riley,1671.84,Other-Charities
03/23/2005,"Edwards, Melendez and Brown",-3648.15,Communications-Cable & Internet Comm
07/22/1985,Bowers PLC,1369.97,Other-Miscellaneous
11/24/1979,Rowland Ltd,-3927.27,Merchandise & Supplies-Pharmacies
04/13/1977,Hickman Group,4647.63,Merchandise & Supplies-Department Stores
07/05/1970,Rivera Group,102.42,Merchandise & Supplies-Book Stores
03/26/2019,"Baker, Rogers and Scott",4164.73,Merchandise & Supplies-Computer Supplies
10/23/2011,Lewis PLC,3249.83,Merchandise & Supplies-Electronics Stores
10/27/2009,Wade PLC,-398.69,Business Services-Mailing & Shipping
12/27/1990,"Jacobs, Richards and Cox",-1751.36,Merchandise & Supplies-Clothing Stores
10/23/1997,"Dorsey, Lee and Rosales",267.85,Merchandise & Supplies-Mail Order
11/27/1981,"Smith, Villarreal and Haynes",-1102.0,Transportation-Auto Services
06/11/2013,Miller-Andersen,1503.39,Entertainment-Associations
08/29/2013,"Zhang, Hamilton and Davis",-3115.01,Merchandise & Supplies-Computer Supplies
03/30/2005,"Garza, Anderson and Fernandez",-2684.04,Merchandise & Supplies-Pharmacies
03/24/2014,Guerrero-Ewing,-4416.11,Merchandise & Supplies-Pharmacies
09/09/1990,"Macias, Johnson and Scott",-2442.87,Transportation-Parking Charges
11/05/2020,"Kelly, Morales and Arnold",-4440.22,Merchandise & Supplies-Pharmacies
09/05/2023,Baker Group,4788.06,Fees & Adjustments-Fees & Adjustments
07/17/2019,Smith Ltd,1346.61,Merchandise & Supplies-Electronics Stores
04/20/2000,Hayes LLC,3052.84,Merchandise & Supplies-Wholesale Stores
08/23/2005,Riley-Johnson,4415.41,Business Services-Office Supplies
10/14/2024,"Edwards, Campbell and Gonzalez",-2641.75,Merchandise & Supplies-Electronics Stores
03/31/1970,Jordan-Soto,-2176.85,Entertainment-General Attractions
02/23/1995,Simpson-Williams,1573.7,Business Services-Office Supplies
04/03/1989,"Sawyer, Anderson and Woods",-2887.54,Merchandise & Supplies-Clothing Stores
11/24/2023,"Wilson, Bush and Young",4533.12,Merchandise & Supplies-Mail Order
08/06/1993,"Brock, Ward and Jacobs",4809.66,Business Services-Other Services
01/30/1982,"Barker, Hudson and Mayer",-3594.35,Business Services-Internet Services
07/09/1986,Watkins-Martin,-656.91,Merchandise & Supplies-Mail Order
10/29/2019,Davis Group,2232.14,Transportation-Auto Services
09/01/2020,Davis-Mcmillan,3082.6,Other-Charities
10/27/1974,"Austin, Fisher and Sullivan",-4892.0,Business Services-Internet Services
07/24/1976,Crawford LLC,-602.81,Merchandise & Supplies-General Retail
09/05/1992,Morales Group,3843.34,Restaurant-Restaurant
06/20/2003,Marshall Group,-591.41,Merchandise & Supplies-Groceries
11/11/2008,Carpenter LLC,1932.63,Merchandise & Supplies-Computer Supplies
07/02/1991,"Cunningham, Hanson and Shepard",1393.78,Transportation-Parking Charges
01/18/2009,"Munoz, Wise and Curtis",2817.62,Business Services-Internet Services
03/28/1977,Mcfarland LLC,-4066.5,Communications-Other Telecom
07/20/1992,Curry and Sons,1700.17,Entertainment-General Attractions
10/31/2018,"Rogers, Whitaker and Morgan",4528.65,Merchandise & Supplies-Book Stores
01/05/2011,Peters Inc,2210.34,Transportation-Fuel
04/26/1978,Beck-Williamson,-180.17,Merchandise & Supplies-Book Stores
01/04/1992,"Kent, Stone and Owens",-3490.83,Merchandise & Supplies-Groceries
08/08/1978,Mcdonald-Romero,-1506.93,Merchandise & Supplies-Clothing Stores
03/15/1979,Smith Ltd,3607.09,Merchandise & Supplies-Mail Order
08/20/2005,Garcia Ltd,4655.16,Merchandise & Supplies-Wholesale Stores
02/19/1990,Carr Group,-3519.94,Merchandise & Supplies-Book Stores
10/26/1973,"Holland, Garcia and Burgess",4321.21,Merchandise & Supplies-Mail Order
07/13/1970,Brown-Zavala,1934.95,Merchandise & Supplies-Computer Supplies
05/21/1977,"Daugherty, Gilbert and Leonard",-3480.77,Merchandise & Supplies-Electronics Stores
07/05/2014,"King, Herring and Johnson",-3910.57,Business Services-Office Supplies
03/05/2011,Lamb Inc,-1048.0,Entertainment-General Attractions
04/28/1983,"Simmons, Rosales and Cooper",2516.29,Business Services-Other Services
09/11/2005,"Sutton, Guzman and Baxter",2764.63,Merchandise & Supplies-Book Stores
03/13/1987,Gibson LLC,280.82,Transportation-Auto Services
05/08/2018,Jones-Brennan,2519.92,Merchandise & Supplies-Computer Supplies
07/09/1973,Hanna and Sons,-2452.98,Other-Charities
09/03/2024,"Meza, Rodriguez and Wright",-3165.99,Transportation-Parking Charges
08/29/1974,"Martinez, Baker and Lloyd",-3740.11,Fees & Adjustments-Fees & Adjustments
06/16/1983,Hanna-Hicks,3422.34,Merchandise & Supplies-Wholesale Stores
04/17/2001,"Pena, Gilmore and Elliott",1765.89,Entertainment-Associations
06/29/1991,Hernandez and Sons,1705.91,Entertainment-General Attractions
08/23/2017,Morales and Sons,2073.62,Fees & Adjustments-Fees & Adjustments
07/31/2019,Byrd-Floyd,-4995.67,Merchandise & Supplies-Furnishing
10/20/2006,"Beard, Rubio and Barron",-3292.28,Merchandise & Supplies-Clothing Stores
08/11/1978,Blake Inc,-940.07,Merchandise & Supplies-Computer Supplies
06/01/2008,Oliver PLC,-4868.56,Merchandise & Supplies-Internet Purchase
08/20/1982,Frank Inc,-1694.18,Merchandise & Supplies-Pharmacies
02/06/2006,Carson-Murray,-480.7,Other-Charities
01/22/1975,Thomas-Barnett,-1384.65,Other-Charities
11/24/2000,"Brown, Vincent and Smith",2174.83,Merchandise & Supplies-Electronics Stores
12/12/1993,Shah LLC,-1063.14,Communications-Cable & Internet Comm
03/21/2010,Ramirez-Bailey,4481.52,Transportation-Parking Charges
10/23/1992,"Villanueva, Barton and Lee",301.07,Transportation-Auto Services
05/31/1995,Grant-Brown,-3928.39,Other-Miscellaneous
06/29/1987,Hughes Group,-838.04,Merchandise & Supplies-Groceries
02/04/1981,French-Dixon,3289.89,Merchandise & Supplies-Pharmacies
12/22/1985,"Boyd, Garcia and Stewart",3614.21,Merchandise & Supplies-Department Stores
07/31/1971,Rivas Ltd,-3854.19,Merchandise & Supplies-Mail Order
10/29/1981,Ross-Jackson,-1322.57,Merchandise & Supplies-Groceries
06/06/1987,"Padilla, Sherman and Dean",4925.86,Merchandise & Supplies-Book Stores
10/26/1998,Evans-Clark,-4423.45,Other-Miscellaneous
12/14/1985,"Austin, Green and Barnes",2752.03,Other-Miscellaneous
04/09/2023,Anderson-Peck,1072.88,Merchandise & Supplies-Internet Purchase
10/03/2019,Carter-Munoz,-199.12,Merchandise & Supplies-Pharmacies
02/27/1981,Smith-Hendricks,4478.29,Entertainment-Associations
06/16/1975,Torres-Gonzalez,-208.23,Merchandise & Supplies-Department Stores
05/09/1972,Gonzalez Inc,-73.0,Merchandise & Supplies-Wholesale Stores
05/17/1983,Harvey-Flores,3167.16,Transportation-Parking Charges
04/03/1995,Jackson-Hudson,3415.16,Other-Miscellaneous
04/10/1989,Jones Group,2920.65,Merchandise & Supplies-Internet Purchase
04/28/2006,Smith-Thomas,2296.78,Merchandise & Supplies-Internet Purchase
08/23/2022,Young PLC,-4732.97,Merchandise & Supplies-Clothing Stores
06/14/2019,Aguilar-Owens,3097.16,Other-Miscellaneous
12/02/1982,Salinas-Clark,1180.3,Merchandise & Supplies-Hardware Supplies
03/05/1993,Aguirre and Sons,-3814.07,Merchandise & Supplies-Hardware Supplies
12/08/1991,"Ramirez, Mccormick and Black",3291.33,Business Services-Other Services
06/30/2007,"Jimenez, Carlson and Erickson",2736.18,Merchandise & Supplies-Groceries
09/11/1990,Blair Group,239.86,Merchandise & Supplies-Computer Supplies
04/07/1998,Morrow Ltd,4385.67,Merchandise & Supplies-Book Stores
03/08/1981,Rollins Ltd,63.95,Merchandise & Supplies-General Retail
05/11/1994,Middleton-Berry,-3170.43,Merchandise & Supplies-Furnishing
10/22/1971,"Serrano, Harper and Duffy",1702.13,Merchandise & Supplies-Book Stores
02/18/1998,Kelly Inc,4486.35,Transportation-Auto Services
06/07/2001,Johnson and Sons,-4310.67,Merchandise & Supplies-Electronics Stores
05/21/1987,Gilbert-Jackson,64.73,Merchandise & Supplies-Computer Supplies
04/29/1981,Le-Farley,3834.18,Merchandise & Supplies-Clothing Stores
02/21/1981,Richardson Inc,622.24,Transportation-Fuel
01/31/2016,Carpenter PLC,4855.0,Business Services-Professional Services
12/10/2024,"Pratt, Hall and Evans",4943.6,Merchandise & Supplies-Hardware Supplies
06/07/2019,Adams and Sons,3010.63,Restaurant-Bar & Café
12/29/2001,Calhoun Group,-1276.64,Merchandise & Supplies-Computer Supplies
11/30/2020,"Walker, Tran and Davila",2192.95,Merchandise & Supplies-Clothing Stores
09/01/1981,Lee and Sons,4708.78,Merchandise & Supplies-Pharmacies
02/08/1982,Moore Group,3520.64,Entertainment-Associations
12/18/1987,"Bass, Turner and Zuniga",1655.17,Business Services-Other Services
08/28/1991,Giles PLC,-1059.12,Other-Miscellaneous
10/13/1974,Davidson-Brown,1108.53,Communications-Cable & Internet Comm
09/29/1971,Fleming Inc,2837.34,Fees & Adjustments-Fees & Adjustments
01/20/1988,Webster-Pope,-715.46,Merchandise & Supplies-Clothing Stores
08/21/2021,"Harris, Fischer and Espinoza",-599.54,Entertainment-Associations
05/23/2013,Reed-Lopez,-1945.41,Merchandise & Supplies-Pharmacies
05/23/1973,Wallace-Sullivan,3749.9,Merchandise & Supplies-Hardware Supplies
11/15/1993,"Robinson, Anderson and Johnson",107.97,Transportation-Auto Services
02/10/2009,"Mays, Klein and Brown",-2272.98,Merchandise & Supplies-Clothing Stores
06/11/1993,"Weber, Rogers and Jones",1521.59,Transportation-Parking Charges
10/05/1993,Calhoun Group,-4975.37,Restaurant-Bar & Café
10/16/1998,Mcdonald-Davis,-1462.63,Communications-Other Telecom
01/20/1998,"Mcdaniel, Sullivan and Olson",1559.83,Communications-Other Telecom
07/03/2021,Yates Inc,-519.8,Entertainment-General Attractions
06/20/1990,Mcdonald-Mendoza,2774.38,Business Services-Mailing & Shipping
03/02/1995,Berger-Gallagher,-2720.77,Merchandise & Supplies-Hardware Supplies
07/18/1983,Roach-Smith,-3083.19,Merchandise & Supplies-Wholesale Stores
11/04/2014,"Perry, Rodriguez and Benton",2521.25,Merchandise & Supplies-Mail Order
09/18/1994,Munoz-Peters,3625.18,Merchandise & Supplies-Furnishing
09/13/1976,"Ford, Acosta and Costa",-2717.88,Business Services-Internet Services
12/02/2017,"Mccarthy, Hale and Lee",308.34,Merchandise & Supplies-Clothing Stores
07/09/2024,Cooper-Mcneil,3886.78,Communications-Other Telecom
08/27/2001,"Tucker, Farmer and Rojas",1136.34,Merchandise & Supplies-Computer Supplies
12/09/2016,Todd Ltd,4651.51,Merchandise & Supplies-Hardware Supplies
10/27/2021,Wood PLC,-4929.89,Transportation-Fuel
02/02/2010,Collier-Barnes,-4400.42,Transportation-Auto Services
12/17/1983,Evans-Ryan,-2969.77,Merchandise & Supplies-Computer Supplies
09/02/1978,Nicholson-Davis,1805.49,Transportation-Fuel
05/30/1980,"Dixon, Brown and Randolph",-645.21,Merchandise & Supplies-Groceries
05/13/1986,Chandler LLC,-4051.25,Business Services-Mailing & Shipping
06/19/2023,Miller-Gomez,2087.58,Restaurant-Bar & Café
12/03/1986,"Smith, Smith and Schroeder",-602.42,Merchandise & Supplies-Computer Supplies
07/08/1991,Jefferson-Smith,-858.25,Entertainment-General Attractions
07/12/2020,Patel-Espinoza,-4847.86,Transportation-Parking Charges
01/30/1998,Zamora-Warner,3913.3,Transportation-Parking Charges
07/05/1972,"Carter, Andrews and Shelton",1456.51,Entertainment-General Attractions
06/30/1993,Kim-Garcia,3009.21,Communications-Other Telecom
04/23/2023,Leon-Wright,-4736.59,Business Services-Professional Services
01/14/1984,Kennedy-Taylor,4629.09,Merchandise & Supplies-Furnishing
03/05/1979,"Powell, Moore and Sullivan",2335.68,Merchandise & Supplies-Internet Purchase
01/22/1992,Brown Group,2795.32,Transportation-Fuel
04/16/2004,Thomas-Palmer,-3072.0,Business Services-Mailing & Shipping
06/24/1991,"Holder, Hale and Lewis",2829.5,Merchandise & Supplies-Wholesale Stores
07/21/1974,Edwards-Perez,1523.86,Merchandise & Supplies-Groceries
02/05/1978,"Dawson, Jones and Mckay",474.19,Merchandise & Supplies-Mail Order
09/04/1992,Fisher-Gilbert,-4083.63,Transportation-Fuel
11/23/1977,Maldonado and Sons,-3134.09,Other-Charities
09/05/2015,Norman-Chaney,-4450.54,Merchandise & Supplies-Wholesale Stores
06/18/1994,Joyce Ltd,4259.06,Merchandise & Supplies-Clothing Stores
05/06/1979,Washington-Mills,-4677.13,Merchandise & Supplies-Furnishing
04/15/1983,Nguyen-Fisher,-3018.5,Business Services-Mailing & Shipping
09/11/2014,Lee-Reilly,-2060.14,Business Services-Other Services
02/19/2017,Jones-Reed,2481.35,Business Services-Internet Services
08/23/2020,Montgomery PLC,-2271.77,Business Services-Other Services
04/14/2002,"Ferrell, Kelly and Nguyen",-606.88,Other-Miscellaneous
12/18/2012,Edwards Group,1917.44,Merchandise & Supplies-General Retail
